annotation_id,submission_number,field,baseline_codes,codes,annotation_state,source_limited,limitation_layer
DEN240047:user,DEN240047,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
DEN240047:setting,DEN240047,setting,SCREENING;OTHER,SCREENING;OTHER,CODED,false,NONE
DEN240047:action,DEN240047,action,OTHER,OTHER,CODED,false,NONE
DEN240047:component_status,DEN240047,component_status,SINGLE,SINGLE,CODED,false,NONE
DEN240068:input,DEN240068,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
DEN240068:output,DEN240068,output,RISK_SCORE_OR_PREDICTION,RISK_SCORE_OR_PREDICTION,CODED,false,NONE
DEN240068:user,DEN240068,user,OTHER_PHYSICIAN;LABORATORY_PROFESSIONAL,OTHER_PHYSICIAN;LABORATORY_PROFESSIONAL,CODED,false,NONE
DEN240068:setting,DEN240068,setting,LABORATORY;OTHER,LABORATORY;OTHER,CODED,false,NONE
DEN240068:action,DEN240068,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
DEN240068:component_status,DEN240068,component_status,SINGLE,SINGLE,CODED,false,NONE
DEN250007:input,DEN250007,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
DEN250007:output,DEN250007,output,RISK_SCORE_OR_PREDICTION,RISK_SCORE_OR_PREDICTION,CODED,false,NONE
DEN250007:user,DEN250007,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
DEN250007:setting,DEN250007,setting,OTHER,OTHER,CODED,false,NONE
DEN250007:action,DEN250007,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
DEN250007:component_status,DEN250007,component_status,SINGLE,SINGLE,CODED,false,NONE
DEN250014:input,DEN250014,input,AUDIO_OR_VIDEO,AUDIO_OR_VIDEO,CODED,false,NONE
DEN250014:output,DEN250014,output,DETECTION_OR_ALERT,DETECTION_OR_ALERT,CODED,false,NONE
DEN250014:user,DEN250014,user,PATIENT_OR_CAREGIVER;OTHER_CLINICIAN,PATIENT_OR_CAREGIVER;OTHER_CLINICIAN,CODED,false,NONE
DEN250014:setting,DEN250014,setting,HOME_OR_CONSUMER;OTHER,HOME_OR_CONSUMER;OTHER,CODED,false,NONE
DEN250014:action,DEN250014,action,REFERRAL_OR_ESCALATION,REFERRAL_OR_ESCALATION,CODED,false,NONE
DEN250014:component_status,DEN250014,component_status,SINGLE,SINGLE,CODED,false,NONE
K003301:input,K003301,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K003301:output,K003301,output,CLASSIFICATION_OR_DIAGNOSIS,CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K003301:user,K003301,user,TECHNOLOGIST_OR_OPERATOR,TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K003301:setting,K003301,setting,OTHER,OTHER,CODED,false,NONE
K003301:action,K003301,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K003301:component_status,K003301,component_status,SINGLE,SINGLE,CODED,false,NONE
K033840:input,K033840,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K033840:output,K033840,output,CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION,CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K033840:user,K033840,user,LABORATORY_PROFESSIONAL;TECHNOLOGIST_OR_OPERATOR,LABORATORY_PROFESSIONAL;TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K033840:setting,K033840,setting,OTHER,OTHER,CODED,false,NONE
K033840:action,K033840,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K033840:component_status,K033840,component_status,SINGLE,SINGLE,CODED,false,NONE
K043341:input,K043341,input,CLINICAL_TABULAR_OR_TEXT,CLINICAL_TABULAR_OR_TEXT,CODED,false,NONE
K043341:output,K043341,output,CLASSIFICATION_OR_DIAGNOSIS,CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K043341:user,K043341,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K043341:setting,K043341,setting,LABORATORY,LABORATORY,CODED,false,NONE
K043341:action,K043341,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K043341:component_status,K043341,component_status,SINGLE,SINGLE,CODED,false,NONE
K080595:input,K080595,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K080595:output,K080595,output,CLASSIFICATION_OR_DIAGNOSIS,CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K080595:user,K080595,user,TECHNOLOGIST_OR_OPERATOR,TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K080595:setting,K080595,setting,LABORATORY,LABORATORY,CODED,false,NONE
K080595:action,K080595,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K080595:component_status,K080595,component_status,SINGLE,SINGLE,CODED,false,NONE
K080762:input,K080762,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K080762:output,K080762,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K080762:user,K080762,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K080762:setting,K080762,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K080762:action,K080762,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K080762:component_status,K080762,component_status,SINGLE,SINGLE,CODED,false,NONE
K080896:input,K080896,input,LAB_SPECIMEN_OR_OMICS,LAB_SPECIMEN_OR_OMICS,CODED,false,NONE
K080896:output,K080896,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K080896:user,K080896,user,OTHER_CLINICIAN;LABORATORY_PROFESSIONAL,OTHER_CLINICIAN;LABORATORY_PROFESSIONAL,CODED,false,NONE
K080896:setting,K080896,setting,LABORATORY;DIAGNOSTIC_INTERPRETATION,LABORATORY;DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K080896:action,K080896,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K080896:component_status,K080896,component_status,SINGLE,SINGLE,CODED,false,NONE
K081140:input,K081140,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K081140:output,K081140,output,MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT,MEASUREMENT_OR_QUANTIFICATION;DETECTION_OR_ALERT,CODED,false,NONE
K081140:user,K081140,user,OTHER_CLINICIAN;OTHER_PHYSICIAN,OTHER_CLINICIAN;OTHER_PHYSICIAN,CODED,false,NONE
K081140:setting,K081140,setting,MONITORING;OTHER,MONITORING;OTHER,CODED,false,NONE
K081140:action,K081140,action,MONITORING_OR_FOLLOW_UP,MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K081140:component_status,K081140,component_status,SINGLE,SINGLE,CODED,false,NONE
K082483:input,K082483,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K082483:output,K082483,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K082483:user,K082483,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K082483:setting,K082483,setting,OTHER,OTHER,CODED,false,NONE
K082483:action,K082483,action,OTHER,OTHER,CODED,false,NONE
K082483:component_status,K082483,component_status,SINGLE,SINGLE,CODED,false,NONE
K092116:input,K092116,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K092116:output,K092116,output,CLASSIFICATION_OR_DIAGNOSIS,CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K092116:user,K092116,user,TECHNOLOGIST_OR_OPERATOR,TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K092116:setting,K092116,setting,OTHER,OTHER,CODED,false,NONE
K092116:action,K092116,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K092116:component_status,K092116,component_status,SINGLE,SINGLE,CODED,false,NONE
K092967:input,K092967,input,LAB_SPECIMEN_OR_OMICS,LAB_SPECIMEN_OR_OMICS,CODED,false,NONE
K092967:output,K092967,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K092967:user,K092967,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K092967:setting,K092967,setting,LABORATORY;DIAGNOSTIC_INTERPRETATION,LABORATORY;DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K092967:action,K092967,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K092967:component_status,K092967,component_status,SINGLE,SINGLE,CODED,false,NONE
K102778:input,K102778,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K102778:output,K102778,output,CLASSIFICATION_OR_DIAGNOSIS,CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K102778:user,K102778,user,TECHNOLOGIST_OR_OPERATOR,TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K102778:setting,K102778,setting,OTHER,OTHER,CODED,false,NONE
K102778:action,K102778,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K102778:component_status,K102778,component_status,SINGLE,SINGLE,CODED,false,NONE
K111776:input,K111776,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K111776:output,K111776,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K111776:user,K111776,user,OTHER_PHYSICIAN;RADIOLOGIST,OTHER_PHYSICIAN;RADIOLOGIST,CODED,false,NONE
K111776:setting,K111776,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K111776:action,K111776,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K111776:component_status,K111776,component_status,SINGLE,SINGLE,CODED,false,NONE
K120161:input,K120161,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K120161:output,K120161,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K120161:user,K120161,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K120161:setting,K120161,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K120161:action,K120161,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K120161:component_status,K120161,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,FUNCTION_GROUP_UNRESOLVED
K120489:input,K120489,input,LAB_SPECIMEN_OR_OMICS,LAB_SPECIMEN_OR_OMICS,CODED,false,NONE
K120489:output,K120489,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K120489:user,K120489,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K120489:setting,K120489,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K120489:action,K120489,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K120489:component_status,K120489,component_status,SINGLE,SINGLE,CODED,false,NONE
K120771:input,K120771,input,LAB_SPECIMEN_OR_OMICS,LAB_SPECIMEN_OR_OMICS,CODED,false,NONE
K120771:output,K120771,output,MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DETECTION_OR_ALERT,MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DETECTION_OR_ALERT,CODED,false,NONE
K120771:user,K120771,user,NOT_STATED,NOT_STATED,NOT_STATED,true,FIELD_NOT_STATED
K120771:setting,K120771,setting,LABORATORY;SCREENING,LABORATORY;SCREENING,CODED,false,NONE
K120771:action,K120771,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K120771:component_status,K120771,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K121617:input,K121617,input,AUDIO_OR_VIDEO,AUDIO_OR_VIDEO,CODED,false,NONE
K121617:output,K121617,output,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K121617:user,K121617,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K121617:setting,K121617,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K121617:action,K121617,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K121617:component_status,K121617,component_status,SINGLE,SINGLE,CODED,false,NONE
K123526:input,K123526,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K123526:output,K123526,output,RECONSTRUCTION_OR_ENHANCEMENT,RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K123526:user,K123526,user,OTHER_PHYSICIAN;RADIOLOGIST;TECHNOLOGIST_OR_OPERATOR,OTHER_PHYSICIAN;RADIOLOGIST;TECHNOLOGIST_OR_OPERATOR,CODED,false,NONE
K123526:setting,K123526,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K123526:action,K123526,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K123526:component_status,K123526,component_status,SINGLE,SINGLE,CODED,false,NONE
K130831:input,K130831,input,LAB_SPECIMEN_OR_OMICS,LAB_SPECIMEN_OR_OMICS,CODED,false,NONE
K130831:output,K130831,output,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K130831:user,K130831,user,LABORATORY_PROFESSIONAL,LABORATORY_PROFESSIONAL,CODED,false,NONE
K130831:setting,K130831,setting,OTHER,OTHER,CODED,false,NONE
K130831:action,K130831,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K130831:component_status,K130831,component_status,SINGLE,SINGLE,CODED,false,NONE
K131044:input,K131044,input,AUDIO_OR_VIDEO,AUDIO_OR_VIDEO,CODED,false,NONE
K131044:output,K131044,output,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS,DETECTION_OR_ALERT;CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K131044:user,K131044,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K131044:setting,K131044,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K131044:action,K131044,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K131044:component_status,K131044,component_status,SINGLE,SINGLE,CODED,false,NONE
K133259:input,K133259,input,DEVICE_TELEMETRY_OR_OPERATIONAL;MEDICAL_IMAGE,DEVICE_TELEMETRY_OR_OPERATIONAL;MEDICAL_IMAGE,CODED,false,NONE
K133259:output,K133259,output,CONTROL_OR_AUTOMATION;RECONSTRUCTION_OR_ENHANCEMENT,CONTROL_OR_AUTOMATION;RECONSTRUCTION_OR_ENHANCEMENT,CODED,false,NONE
K133259:user,K133259,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K133259:setting,K133259,setting,PROCEDURAL_OR_OPERATING_ROOM;ACUTE_TRIAGE_OR_EMERGENCY;OTHER,PROCEDURAL_OR_OPERATING_ROOM;ACUTE_TRIAGE_OR_EMERGENCY;OTHER,CODED,false,NONE
K133259:action,K133259,action,WORKFLOW_OR_DOCUMENTATION,WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K133259:component_status,K133259,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K133649:input,K133649,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K133649:output,K133649,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K133649:user,K133649,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K133649:setting,K133649,setting,DIAGNOSTIC_INTERPRETATION;MONITORING,DIAGNOSTIC_INTERPRETATION;MONITORING,CODED,false,NONE
K133649:action,K133649,action,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K133649:component_status,K133649,component_status,SINGLE,SINGLE,CODED,false,NONE
K141069:input,K141069,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K141069:output,K141069,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K141069:user,K141069,user,OTHER_PHYSICIAN,OTHER_PHYSICIAN,CODED,false,NONE
K141069:setting,K141069,setting,DIAGNOSTIC_INTERPRETATION;MONITORING,DIAGNOSTIC_INTERPRETATION;MONITORING,CODED,false,NONE
K141069:action,K141069,action,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K141069:component_status,K141069,component_status,SINGLE,SINGLE,CODED,false,NONE
K141480:input,K141480,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K141480:output,K141480,output,RECONSTRUCTION_OR_ENHANCEMENT;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,RECONSTRUCTION_OR_ENHANCEMENT;SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION;DOCUMENTATION_OR_SUMMARY,CODED,false,NONE
K141480:user,K141480,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K141480:setting,K141480,setting,DIAGNOSTIC_INTERPRETATION;MONITORING,DIAGNOSTIC_INTERPRETATION;MONITORING,CODED,false,NONE
K141480:action,K141480,action,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;MONITORING_OR_FOLLOW_UP;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K141480:component_status,K141480,component_status,SINGLE,SINGLE,CODED,false,NONE
K141922:input,K141922,input,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K141922:output,K141922,output,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K141922:user,K141922,user,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K141922:setting,K141922,setting,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K141922:action,K141922,action,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K141922:component_status,K141922,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,AI_ATTRIBUTION_BARRIER
K142037:input,K142037,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K142037:output,K142037,output,MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS,MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS,CODED,false,NONE
K142037:user,K142037,user,RADIOLOGIST,RADIOLOGIST,CODED,false,NONE
K142037:setting,K142037,setting,OTHER,OTHER,CODED,false,NONE
K142037:action,K142037,action,OTHER;WORKFLOW_OR_DOCUMENTATION,OTHER;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K142037:component_status,K142037,component_status,SINGLE,SINGLE,CODED,false,NONE
K142512:input,K142512,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K142512:output,K142512,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K142512:user,K142512,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K142512:setting,K142512,setting,HOME_OR_CONSUMER;MONITORING;OTHER,HOME_OR_CONSUMER;MONITORING;OTHER,CODED,false,NONE
K142512:action,K142512,action,MONITORING_OR_FOLLOW_UP,MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K142512:component_status,K142512,component_status,SINGLE,SINGLE,CODED,false,NONE
K142918:input,K142918,input,CLINICAL_TABULAR_OR_TEXT,CLINICAL_TABULAR_OR_TEXT,CODED,false,NONE
K142918:output,K142918,output,RECOMMENDATION_OR_PLANNING,RECOMMENDATION_OR_PLANNING,CODED,false,NONE
K142918:user,K142918,user,OTHER_CLINICIAN;OTHER_PHYSICIAN,OTHER_CLINICIAN;OTHER_PHYSICIAN,CODED,false,NONE
K142918:setting,K142918,setting,MONITORING;OTHER,MONITORING;OTHER,CODED,false,NONE
K142918:action,K142918,action,THERAPY_DOSE_OR_DEVICE_CONTROL;MONITORING_OR_FOLLOW_UP,THERAPY_DOSE_OR_DEVICE_CONTROL;MONITORING_OR_FOLLOW_UP,CODED,false,NONE
K142918:component_status,K142918,component_status,SINGLE,SINGLE,CODED,false,NONE
K143643:input,K143643,input,PHYSIOLOGICAL_SIGNAL,PHYSIOLOGICAL_SIGNAL,CODED,false,NONE
K143643:output,K143643,output,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CLASSIFICATION_OR_DIAGNOSIS;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K143643:user,K143643,user,OTHER_PHYSICIAN;OTHER_CLINICIAN,OTHER_PHYSICIAN;OTHER_CLINICIAN,CODED,false,NONE
K143643:setting,K143643,setting,DIAGNOSTIC_INTERPRETATION;OTHER,DIAGNOSTIC_INTERPRETATION;OTHER,CODED,false,NONE
K143643:action,K143643,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K143643:component_status,K143643,component_status,MULTIPLE,MULTIPLE,CODED,false,NONE
K150102:input,K150102,input,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K150102:output,K150102,output,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K150102:user,K150102,user,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K150102:setting,K150102,setting,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K150102:action,K150102,action,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K150102:component_status,K150102,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,AI_ATTRIBUTION_BARRIER
K150817:input,K150817,input,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K150817:output,K150817,output,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K150817:user,K150817,user,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K150817:setting,K150817,setting,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K150817:action,K150817,action,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,true,AI_ATTRIBUTION_BARRIER
K150817:component_status,K150817,component_status,UNCERTAIN,UNCERTAIN,UNCERTAIN,true,AI_ATTRIBUTION_BARRIER
K152733:input,K152733,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K152733:output,K152733,output,MEASUREMENT_OR_QUANTIFICATION,MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K152733:user,K152733,user,OTHER_CLINICIAN,OTHER_CLINICIAN,CODED,false,NONE
K152733:setting,K152733,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K152733:action,K152733,action,INTERPRETATION_OR_DIAGNOSIS,INTERPRETATION_OR_DIAGNOSIS,CODED,false,NONE
K152733:component_status,K152733,component_status,SINGLE,SINGLE,CODED,false,NONE
K153351:input,K153351,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K153351:output,K153351,output,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,SEGMENTATION_OR_LOCALIZATION;MEASUREMENT_OR_QUANTIFICATION,CODED,false,NONE
K153351:user,K153351,user,RADIOLOGIST;OTHER_CLINICIAN,RADIOLOGIST;OTHER_CLINICIAN,CODED,false,NONE
K153351:setting,K153351,setting,DIAGNOSTIC_INTERPRETATION,DIAGNOSTIC_INTERPRETATION,CODED,false,NONE
K153351:action,K153351,action,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,INTERPRETATION_OR_DIAGNOSIS;WORKFLOW_OR_DOCUMENTATION,CODED,false,NONE
K153351:component_status,K153351,component_status,SINGLE,SINGLE,CODED,false,NONE
K153427:input,K153427,input,MEDICAL_IMAGE,MEDICAL_IMAGE,CODED,false,NONE
K153427:output,K153427,output,MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION,MEASUREMENT_OR_QUANTIFICATION;CLASSIFICATION_OR_DIAGNOSIS;SEGMENTATION_OR_LOCALIZATION,CODED,false,NONE
K153427:user,K153427,user,OTHER_CLINICIAN;OTHER_PHYSICIAN,OTHER_CLINICIAN;OTHER_PHYSICIAN,CODED,false,NONE
